Proc:0408030020	isRestrictedBy	Competence:2501
Proc:0408030720	isRestrictedBy	Competence:2502
Proc:0802010067	isRestrictedBy	Competence:2801
Proc:0501040030	isRestrictedBy	Competence:2418
Proc:0304030139	isRestrictedBy	Competence:1708
Proc:0304040096	isRestrictedBy	Competence:1706
Proc:0304040142	isRestrictedBy	Competence:1707
Proc:0304010286	isRestrictedBy	Competence:1713
Proc:0406020396	isRestrictedBy	Competence:0805
Proc:0304030058	isRestrictedBy	Competence:1710
Proc:0416060102	isRestrictedBy	Competence:1712
Proc:0304030112	isRestrictedBy	Competence:1712
Proc:0304030112	isRestrictedBy	Competence:1713
Proc:0304020370	isRestrictedBy	Competence:1713
Proc:0304020028	isRestrictedBy	Competence:1713
Proc:0408030275	isRestrictedBy	Competence:1707
Proc:0406040150	isRestrictedBy	Competence:0802
Proc:0406010765	isRestrictedBy	Competence:0803
Proc:0201010143	isRestrictedBy	Competence:0802
Proc:0304020311	isRestrictedBy	Competence:1712
Proc:0304030090	isRestrictedBy	Competence:1716
Proc:0408030046	isRestrictedBy	Competence:1601
Proc:0403030099	isRestrictedBy	Competence:1602
Proc:0304010294	isRestrictedBy	Competence:1713
Proc:0416040101	isRestrictedBy	Competence:1709
Proc:0304040134	isRestrictedBy	Competence:1706
Proc:0416010229	isRestrictedBy	Competence:1709
Proc:0301080348	isRestrictedBy	Competence:0635
Proc:0301080208	isRestrictedBy	Competence:0616
Proc:0416030262	isRestrictedBy	Competence:1707
Proc:0305010093	isRestrictedBy	Competence:1511
Proc:0416030360	isRestrictedBy	Competence:1713
Proc:0416040276	isRestrictedBy	Competence:1707
Proc:0403050090	isRestrictedBy	Competence:1711
Proc:0416040268	isRestrictedBy	Competence:1721
Proc:0305010182	isRestrictedBy	Competence:1508
Proc:0408030330	isRestrictedBy	Competence:1713
Proc:0408030720	isRestrictedBy	Competence:1601
Proc:0416110053	isRestrictedBy	Competence:1708
Proc:0416030025	isRestrictedBy	Competence:1711
Proc:0501040048	isRestrictedBy	Competence:2418
Proc:0305010123	isRestrictedBy	Competence:1501
Proc:0304050016	isRestrictedBy	Competence:1707
Proc:0304060127	isRestrictedBy	Competence:1713
Proc:0408010088	isRestrictedBy	Competence:2502
Proc:0408030038	isRestrictedBy	Competence:2501
Proc:0408030356	isRestrictedBy	Competence:2502
Proc:0416040020	isRestrictedBy	Competence:1711
Proc:0408030224	isRestrictedBy	Competence:2501
